,hru,CN2,ALPHA_BF,GW_DELAY,GWQMN,RCHRG_DP,GW_REVAP,LAT_TTIME,OV_N,SLSUBBSN,HRU_SLP,ESCO,SURLAG,EPCO,SOL_AWC,SOL_K,SOL_BD,CH_N2,CH_K2,ALPHA_BNK
752,000810009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
753,000810010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
754,000810011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
755,000810012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.077,,,,0.22,950.0,2.07,,,
756,000810013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
757,000810014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.234,,,,0.22,950.0,2.07,,,
758,000810015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.03,,,,0.22,950.0,2.07,,,
759,000810016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.388,,,,0.22,950.0,2.07,,,
760,000810017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
761,000810018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
762,000810019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
763,000810020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
764,000810021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
765,000820000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
766,000820001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.127,,,,0.22,950.0,2.07,,,
767,000820002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
768,000820003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
769,000820004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
770,000820005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.39,,,,0.22,950.0,2.07,,,
771,000820006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.659,,,,0.22,950.0,2.07,,,
772,000820007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.015,,,,0.22,950.0,2.07,,,
773,000820008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
774,000820009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.077,,,,0.22,950.0,2.07,,,
775,000820010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.231,,,,0.22,950.0,2.07,,,
776,000820011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.387,,,,0.22,950.0,2.07,,,
777,000820012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
778,000820013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.015,,,,0.22,950.0,2.07,,,
779,000820014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
780,000820015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.232,,,,0.22,950.0,2.07,,,
781,000820016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.127,,,,0.22,950.0,2.07,,,
782,000830000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
783,000830001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
784,000830002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
785,000830003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.117,,,,0.22,950.0,2.07,,,
786,000830004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
787,000830005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
788,000830006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
789,000830007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
790,000830008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.38,,,,0.22,950.0,2.07,,,
791,000830009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
792,000830010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
793,000830011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
794,000830012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
795,000830013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
796,000830014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.12,,,,0.22,950.0,2.07,,,
797,000840000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
798,000840001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
799,000840002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
800,000840003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
801,000840004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.369,,,,0.22,950.0,2.07,,,
802,000840005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
803,000840006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
804,000840007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.241,,,,0.22,950.0,2.07,,,
805,000840008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
806,000840009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
807,000840010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
808,000840011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
809,000840012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
810,000850000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
811,000850001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.385,,,,0.22,950.0,2.07,,,
812,000850002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
813,000850003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.013,,,,0.22,950.0,2.07,,,
814,000850004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.252,,,,0.22,950.0,2.07,,,
815,000850005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.39,,,,0.22,950.0,2.07,,,
816,000850006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.58,,,,0.22,950.0,2.07,,,
817,000850007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
818,000850008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
819,000860000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
820,000860001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.399,,,,0.22,950.0,2.07,,,
821,000860002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
822,000860003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.598,,,,0.22,950.0,2.07,,,
823,000860004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
824,000860005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
825,000860006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
826,000860007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
827,000860008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
828,000860009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
829,000860010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
830,000860011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
831,000870000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
832,000870001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.25,,,,0.22,950.0,2.07,,,
833,000870002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.394,,,,0.22,950.0,2.07,,,
834,000870003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.579,,,,0.22,950.0,2.07,,,
835,000870004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.25,,,,0.22,950.0,2.07,,,
836,000870005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
837,000870006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
838,000870007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.076,,,,0.22,950.0,2.07,,,
839,000870008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
840,000870009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
841,000870010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
842,000870011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
843,000870012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
844,000870013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
845,000870014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.382,,,,0.22,950.0,2.07,,,
846,000870015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
847,000870016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
848,000870017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
849,000870018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
850,000870019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
851,000870020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
852,000870021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
853,000880000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
854,000880001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.081,,,,0.22,950.0,2.07,,,
855,000880002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.004,,,,0.22,950.0,2.07,,,
856,000890000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
857,000890001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
858,000890002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
859,000890003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
860,000890004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
861,000890005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.369,,,,0.22,950.0,2.07,,,
862,000890006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
863,000890007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
864,000890008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
865,000890009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.237,,,,0.22,950.0,2.07,,,
866,000890010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
867,000890011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.4,,,,0.22,950.0,2.07,,,
868,000890012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.657,,,,0.22,950.0,2.07,,,
869,000890013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.25,,,,0.22,950.0,2.07,,,
870,000890014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
871,000890015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.395,,,,0.22,950.0,2.07,,,
872,000890016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.637,,,,0.22,950.0,2.07,,,
873,000900000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
874,000900001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
875,000900002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
876,000900003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.114,,,,0.22,950.0,2.07,,,
877,000910000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
878,000910001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.12,,,,0.22,950.0,2.07,,,
879,000910002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
880,000910003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.236,,,,0.22,950.0,2.07,,,
881,000910004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
882,000920000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
883,000920001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
884,000920002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
885,000920003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.237,,,,0.22,950.0,2.07,,,
886,000920004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
887,000920005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
888,000920006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.379,,,,0.22,950.0,2.07,,,
889,000920007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.01,,,,0.22,950.0,2.07,,,
890,000920008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.076,,,,0.22,950.0,2.07,,,
891,000920009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
892,000920010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
893,000920011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.24,,,,0.22,950.0,2.07,,,
894,000930000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
895,000930001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
896,000930002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
897,000930003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
898,000930004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
899,000930005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
900,000930006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
901,000930007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.24,,,,0.22,950.0,2.07,,,
902,000930008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.386,,,,0.22,950.0,2.07,,,
903,000930009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
904,000930010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
905,000930011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
906,000940000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
907,000940001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
908,000940002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.066,,,,0.22,950.0,2.07,,,
909,000940003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
910,000940004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
911,000950000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
912,000950001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
913,000950002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
914,000950003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.076,,,,0.22,950.0,2.07,,,
915,000960000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
916,000960001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.25,,,,0.22,950.0,2.07,,,
917,000960002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
918,000960003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.362,,,,0.22,950.0,2.07,,,
919,000960004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
920,000960005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.126,,,,0.22,950.0,2.07,,,
921,000960006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
922,000960007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.176,,,,0.22,950.0,2.07,,,
923,000960008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
924,000960009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.077,,,,0.22,950.0,2.07,,,
925,000960010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.374,,,,0.22,950.0,2.07,,,
926,000970000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
927,000970001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.381,,,,0.22,950.0,2.07,,,
928,000970002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
929,000970003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
930,000970004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
931,000970005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.376,,,,0.22,950.0,2.07,,,
932,000970006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
933,000970007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.176,,,,0.22,950.0,2.07,,,
934,000970008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
935,000970009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
936,000980000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
937,000980001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.384,,,,0.22,950.0,2.07,,,
938,000980002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
939,000980003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.246,,,,0.22,950.0,2.07,,,
940,000980004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.369,,,,0.22,950.0,2.07,,,
941,000980005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
942,000980006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
943,000980007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
944,000980008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
945,000990000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
946,000990001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.383,,,,0.22,950.0,2.07,,,
947,000990002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
948,000990003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
949,000990004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
950,000990005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.252,,,,0.22,950.0,2.07,,,
951,000990006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.356,,,,0.22,950.0,2.07,,,
952,000990007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
953,000990008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
954,000990009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
955,001000000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
956,001000001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
957,001000002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
958,001000003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
959,001000004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
960,001000005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
961,001000006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
962,001000007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.114,,,,0.22,950.0,2.07,,,
963,001000008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
964,001010000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
965,001010001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
966,001010002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.18,,,,0.22,950.0,2.07,,,
967,001010003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.365,,,,0.22,950.0,2.07,,,
968,001010004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.18,,,,0.22,950.0,2.07,,,
969,001010005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.235,,,,0.22,950.0,2.07,,,
970,001010006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.128,,,,0.22,950.0,2.07,,,
971,001010007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
972,001010008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
973,001020000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
974,001020001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
